Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
478,PR-OGSIFLUC-2008012024-478,,,,,,Deus Juglando Inc.,Arte y Cultura,San Juan,1999-07-23,Departamento de Hacienda,Puerto Rico,Deus Juglando Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
479,PR-OGSIFLUC-2008012024-479,,,,,,"Dios es Nuestro Refugio, Inc.",Bienestar Social,Guaynabo,2000-02-22,,Puerto Rico,"Dios es Nuestro Refugio, Inc. Guaynabo Puerto Rico",18.3172341,-66.1372562,1
480,PR-OGSIFLUC-2008012024-480,,,,,,Distrito de Conservación de Suelos y Aguas del Suroeste Inc.,Ambiente,San Juan,2016-11-10,Departamento de Hacienda,Puerto Rico,Distrito de Conservación de Suelos y Aguas del Suroeste Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
481,PR-OGSIFLUC-2008012024-481,,,,,,"Dorado Academy, Inc.",Educación,Dorado,2019-01-24,Departamento de Hacienda,Puerto Rico,"Dorado Academy, Inc. Dorado Puerto Rico",18.4728895,-66.2749231,1
482,PR-OGSIFLUC-2008012024-482,,,,,,"Dorado New Testament Christian Academy, Inc.",Educación,Dorado,2004-05-03,Departamento de Hacienda,Puerto Rico,"Dorado New Testament Christian Academy, Inc. Dorado Puerto Rico",18.4406451,-66.2773385,1
483,PR-OGSIFLUC-2008012024-483,,,,,,Dramarama Inc.,Arte y Cultura,San Juan,1992-08-11,Departamento de Hacienda,Puerto Rico,Dramarama Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
484,PR-OGSIFLUC-2008012024-484,,,,,,"Duamed Home for the Elderly, Inc.",Bienestar Social,Arecibo,2003-06-10,,Puerto Rico,"Duamed Home for the Elderly, Inc. Arecibo Puerto Rico",18.468012,-66.7326502,1
485,PR-OGSIFLUC-2008012024-485,,,,,,Dúo Casanova de la Mata Inc.,Arte y Cultura,San Juan,1972-05-15,Departamento de Hacienda,Puerto Rico,Dúo Casanova de la Mata Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
486,PR-OGSIFLUC-2008012024-486,,,,,,E-Net Puerto Rico Corp.,Educación,Caguas,2010-01-08,Departamento de Hacienda,Puerto Rico,E-Net Puerto Rico Corp. Caguas Puerto Rico,18.2387995,-66.035249,1
487,PR-OGSIFLUC-2008012024-487,,,,,,Eastern Television Corporation,Educación,Bayamón,1998-01-20,Departamento de Hacienda,Puerto Rico,Eastern Television Corporation Bayamón Puerto Rico,18.389396,-66.1653224,1
488,PR-OGSIFLUC-2008012024-488,,,,,,"Eco Recursos Comunitarios, Inc.",Ambiente,Caguas,2004-05-10,Departamento de Hacienda,Puerto Rico,"Eco Recursos Comunitarios, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
489,PR-OGSIFLUC-2008012024-489,,,,,,"EcoExploratorio, Inc.",Educación,San Juan,2010-11-23,Departamento de Hacienda,Puerto Rico,"EcoExploratorio, Inc. San Juan Puerto Rico",18.4236319,-66.075087,1
490,PR-OGSIFLUC-2008012024-490,,,,,,"Ecored, Inc.",Ambiente,Río Grande,2008-06-27,Departamento de Hacienda,Puerto Rico,"Ecored, Inc. Río Grande Puerto Rico",18.389079,-65.756678,1
491,PR-OGSIFLUC-2008012024-491,,,,,,"Ecotheos International University Bible College & Seminary, Inc.",Educación,Toa Baja,2009-08-07,Departamento de Hacienda,Puerto Rico,"Ecotheos International University Bible College & Seminary, Inc. Toa Baja Puerto Rico",18.4285615,-66.166514,1
492,PR-OGSIFLUC-2008012024-492,,,,,,"EDP University of Puerto Rico, Inc.",Educación,San Juan,1969-03-04,Departamento de Hacienda,Puerto Rico,"EDP University of Puerto Rico, Inc. San Juan Puerto Rico",18.4152493,-66.0555079,1
493,PR-OGSIFLUC-2008012024-493,,,,,,"Educadores/as por la Democracia, Unidad, Cambio, Militancia y Organización Sindical, Inc.",Educación,Guaynabo,2010-09-30,Departamento de Hacienda,Puerto Rico,"Educadores/as por la Democracia, Unidad, Cambio, Militancia y Organización Sindical, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
494,PR-OGSIFLUC-2008012024-494,,,,,,"Educare Instituto Sathya Sai de Educación en  Valores Humanos de Puerto Rico, Inc.",Educación,Caguas,2003-05-05,Departamento de Hacienda,Puerto Rico,"Educare Instituto Sathya Sai de Educación en  Valores Humanos de Puerto Rico, Inc. Caguas Puerto Rico",18.222773,-66.0170225,1
495,PR-OGSIFLUC-2008012024-495,,,,,,"Educational Associates, Inc.",Educación,Humacao,1978-12-01,Departamento de Hacienda,Puerto Rico,"Educational Associates, Inc. Humacao Puerto Rico",18.1190585,-65.8283028,1
496,PR-OGSIFLUC-2008012024-496,,,,,,"Educational Enterprises of P.R., Inc.",Educación,Guaynabo,1971-03-26,Departamento de Hacienda,Puerto Rico,"Educational Enterprises of P.R., Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
497,PR-OGSIFLUC-2008012024-497,,,,,,Educational Services Corpus Christi Corp.,Educación,Aguadilla,2004-03-18,Departamento de Hacienda,Puerto Rico,Educational Services Corpus Christi Corp. Aguadilla Puerto Rico,27.8005828,-97.396381,0
498,PR-OGSIFLUC-2008012024-498,,,,,,Educational Testing Service,Educación,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,Educational Testing Service San Juan Puerto Rico,18.416282,-66.106933,1
499,PR-OGSIFLUC-2008012024-499,,,,,,"Eduk Educational Foundation, Inc.",Educación,Guaynabo,2012-02-09,Departamento de Hacienda,Puerto Rico,"Eduk Educational Foundation, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
500,PR-OGSIFLUC-2008012024-500,,,,,,"Eduquemos para el Cambio, Inc.",Educación,Guaynabo,2011-09-01,Departamento de Hacienda,Puerto Rico,"Eduquemos para el Cambio, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
501,PR-OGSIFLUC-2008012024-501,,,,,,"Eduquemos para la Vida, Inc.",Educación,Morovis,2005-01-31,Departamento de Hacienda,Puerto Rico,"Eduquemos para la Vida, Inc. Morovis Puerto Rico",18.3263506,-66.4063983,1
502,PR-OGSIFLUC-2008012024-502,,,,,,"Egida - Hogar Las Colinas, Inc.",Bienestar Social,Trujillo Alto,1992-05-29,,Puerto Rico,"Egida - Hogar Las Colinas, Inc. Trujillo Alto Puerto Rico",18.3619443,-66.0070907,1
503,PR-OGSIFLUC-2008012024-503,,,,,,"El Amor Espera, Inc.",Bienestar Social,Bayamón,1999-09-09,Departamento de Hacienda,Puerto Rico,"El Amor Espera, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
504,PR-OGSIFLUC-2008012024-504,,,,,,"El Faro Christian Academy, Inc.",Educación,Adjuntas,2004-02-27,Departamento de Hacienda,Puerto Rico,"El Faro Christian Academy, Inc. Adjuntas Puerto Rico",18.1569056,-66.7152986,1
505,PR-OGSIFLUC-2008012024-505,,,,,,"El Mundo de los Muñecos: Puppet World, Inc.",Arte y Cultura,Bayamón,1978-12-13,Departamento de Hacienda,Puerto Rico,"El Mundo de los Muñecos: Puppet World, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
506,PR-OGSIFLUC-2008012024-506,,,,,,El Pastillo Conservation Trust Inc.,Ambiente,Isabela,2019-01-24,Departamento de Hacienda,Puerto Rico,El Pastillo Conservation Trust Inc. Isabela Puerto Rico,18.4872759,-66.9967769,1
507,PR-OGSIFLUC-2008012024-507,,,,,,El Rinconcito Infantil Inc.,Educación,Rincón,2004-05-06,Departamento de Hacienda,Puerto Rico,El Rinconcito Infantil Inc. Rincón Puerto Rico,18.3401514,-67.2499459,1
508,PR-OGSIFLUC-2008012024-508,,,,,,El Taller Cinemático Inc.,Arte y Cultura,Carolina,2002-08-01,Departamento de Hacienda,Puerto Rico,El Taller Cinemático Inc. Carolina Puerto Rico,18.3736316,-65.9630925,1
509,PR-OGSIFLUC-2008012024-509,,,,,,"El Verdadero Amor Espera, Inc.",Educación,Ponce,1997-04-28,Departamento de Hacienda,Puerto Rico,"El Verdadero Amor Espera, Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
510,PR-OGSIFLUC-2008012024-510,,,,,,"El Visitante de Puerto Rico, Inc.",Educación,San Juan,1978-01-16,Departamento de Hacienda,Puerto Rico,"El Visitante de Puerto Rico, Inc. San Juan Puerto Rico",18.4473099,-66.0623216,1
511,PR-OGSIFLUC-2008012024-511,,,,,,Embajada de Activistas por la Paz Corp.,Bienestar Social,Cayey,2012-10-23,Departamento de Hacienda,Puerto Rico,Embajada de Activistas por la Paz Corp. Cayey Puerto Rico,18.1119051,-66.166,1
512,PR-OGSIFLUC-2008012024-512,,,,,,"Emergency Canine Rescue Team, Corp.",Bienestar Social,Luquillo,2013-01-25,,Puerto Rico,"Emergency Canine Rescue Team, Corp. Luquillo Puerto Rico",18.3789857,-65.7206559,1
513,PR-OGSIFLUC-2008012024-513,,,,,,"Enlace, Inc.",Bienestar Social,Caguas,1988-10-19,Departamento de Hacienda,Puerto Rico,"Enlace, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
514,PR-OGSIFLUC-2008012024-514,,,,,,"Enterprize Events, Inc.",Bienestar Social,San Juan,2005-02-03,Departamento de Hacienda,Puerto Rico,"Enterprize Events, Inc. San Juan Puerto Rico",18.4606769,-66.0806441,1
515,PR-OGSIFLUC-2008012024-515,,,,,,"Entidad Benéfica Ayuda al Desamparado, Inc.",Bienestar Social,Toa Baja,2007-03-29,,Puerto Rico,"Entidad Benéfica Ayuda al Desamparado, Inc. Toa Baja Puerto Rico",18.4444709,-66.2543293,1
516,PR-OGSIFLUC-2008012024-516,,,,,,Envirosurvey Inc.,Ambiente,San Juan,2001-04-04,Departamento de Hacienda,Puerto Rico,Envirosurvey Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
517,PR-OGSIFLUC-2008012024-517,,,,,,"Escena Latina, Inc.",Arte y Cultura,Guaynabo,1997-07-23,Departamento de Hacienda,Puerto Rico,"Escena Latina, Inc. Guaynabo Puerto Rico",18.4226512,-66.1106692,1
518,PR-OGSIFLUC-2008012024-518,,,,,,"Escuela Casa Bambini de Vega Baja, Inc.",Educación,Vega Baja,2005-04-20,Departamento de Hacienda,Puerto Rico,"Escuela Casa Bambini de Vega Baja, Inc. Vega Baja Puerto Rico",18.4470441,-66.3941525,1
519,PR-OGSIFLUC-2008012024-519,,,,,,Escuela de Baile de Bomba y Plena Doña Caridad Brenes de Cepeda Inc.,Educación,San Juan,2005-04-05,Departamento de Hacienda,Puerto Rico,Escuela de Baile de Bomba y Plena Doña Caridad Brenes de Cepeda Inc. San Juan Puerto Rico,18.4418906,-66.0488203,1
520,PR-OGSIFLUC-2008012024-520,,,,,,"Escuela de Bellas Artes de Comerío, Inc.",Educación,San Juan,2001-02-13,Departamento de Hacienda,Puerto Rico,"Escuela de Bellas Artes de Comerío, Inc. San Juan Puerto Rico",18.2181744,-66.2276258,1
521,PR-OGSIFLUC-2008012024-521,,,,,,"Escuela de Consejo Moral de Puerto Rico, Inc.",Educación,San Juan,1929-03-09,Departamento de Hacienda,Puerto Rico,"Escuela de Consejo Moral de Puerto Rico, Inc. San Juan Puerto Rico",18.4000039,-66.0329589,1
522,PR-OGSIFLUC-2008012024-522,,,,,,"Escuela Espiritistas Unidos de Caguas, Inc.",Educación,Caguas,1956-08-30,Departamento de Hacienda,Puerto Rico,"Escuela Espiritistas Unidos de Caguas, Inc. Caguas Puerto Rico",18.2327837,-66.0325647,1
523,PR-OGSIFLUC-2008012024-523,,,,,,Escuela Espírita Allan Kardec Inc.,Educación,San Juan,2006-03-31,Departamento de Hacienda,Puerto Rico,Escuela Espírita Allan Kardec Inc. San Juan Puerto Rico,18.363456,-66.0509829,1
524,PR-OGSIFLUC-2008012024-524,,,,,,"Escuela Federico Froebel, Inc.",Educación,Aguadilla,1987-04-06,Departamento de Hacienda,Puerto Rico,"Escuela Federico Froebel, Inc. Aguadilla Puerto Rico",18.4274454,-67.1540698,1
525,PR-OGSIFLUC-2008012024-525,,,,,,Escuela Magnético Espiritual de la Comuna Universal,Educación,Cabo Rojo,1935-01-24,Departamento de Hacienda,Puerto Rico,Escuela Magnético Espiritual de la Comuna Universal Cabo Rojo Puerto Rico,18.0875347,-67.1469964,1
526,PR-OGSIFLUC-2008012024-526,,,,,,"Escuela Montesori San Cristóbal, Inc.",Educación,Caguas,2014-02-14,Departamento de Hacienda,Puerto Rico,"Escuela Montesori San Cristóbal, Inc. Caguas Puerto Rico",18.3014372,-66.0570406,1
527,PR-OGSIFLUC-2008012024-527,,,,,,Escuela Moral Fraternidad Humana,Educación,Juncos,1944-09-16,Departamento de Hacienda,Puerto Rico,Escuela Moral Fraternidad Humana Juncos Puerto Rico,18.2274558,-65.920997,1
528,PR-OGSIFLUC-2008012024-528,,,,,,Escuela Superior de Yoga de la Asociación Internacional de Profesores de Yoga Capítulo de Puerto Rico Inc.,Educación,San Juan,1994-03-14,Departamento de Hacienda,Puerto Rico,Escuela Superior de Yoga de la Asociación Internacional de Profesores de Yoga Capítulo de Puerto Rico Inc. San Juan Puerto Rico,18.4564466,-66.0842821,1
529,PR-OGSIFLUC-2008012024-529,,,,,,Espacio A Inc.,Educación,San Juan,2007-02-21,Departamento de Hacienda,Puerto Rico,Espacio A Inc. San Juan Puerto Rico,18.464704,-66.116597,1
530,PR-OGSIFLUC-2008012024-530,,,,,,Esperanza en el Mañana Inc.,Bienestar Social,Humacao,1999-04-29,Departamento de Hacienda,Puerto Rico,Esperanza en el Mañana Inc. Humacao Puerto Rico,18.1551337,-65.8203943,1
531,PR-OGSIFLUC-2008012024-531,,,,,,"Estudio de Arquitectura, Inc. (ADV)",Educación,San Juan,2010-10-15,Departamento de Hacienda,Puerto Rico,"Estudio de Arquitectura, Inc. (ADV) San Juan Puerto Rico",18.451567,-66.081938,1
532,PR-OGSIFLUC-2008012024-532,,,,,,Expo Familia Puerto Rico Inc.,Bienestar Social,San Juan,2012-03-26,Departamento de Hacienda,Puerto Rico,Expo Familia Puerto Rico Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
533,PR-OGSIFLUC-2008012024-533,,,,,,"Fajardo Academy, Inc.",Educación,Fajardo,2019-01-24,Departamento de Hacienda,Puerto Rico,"Fajardo Academy, Inc. Fajardo Puerto Rico",18.3264538,-65.6507527,1
534,PR-OGSIFLUC-2008012024-534,,,,,,"Family Christian Academy, Inc.",Educación,Ponce,1998-02-18,Departamento de Hacienda,Puerto Rico,"Family Christian Academy, Inc. Ponce Puerto Rico",18.0574905,-66.5580669,1
535,PR-OGSIFLUC-2008012024-535,,,,,,"Family Christian Day Care Center, Inc.",Educación,Ponce,2003-11-26,Departamento de Hacienda,Puerto Rico,"Family Christian Day Care Center, Inc. Ponce Puerto Rico",18.0110768,-66.6140616,1
536,PR-OGSIFLUC-2008012024-536,,,,,,Family Secret Helpers Inc.,Bienestar Social,Carolina,2012-10-05,Departamento de Hacienda,Puerto Rico,Family Secret Helpers Inc. Carolina Puerto Rico,18.3736316,-65.9630925,1
537,PR-OGSIFLUC-2008012024-537,,,,,,"FEBOPRI Study Group, Inc.",Arte y Cultura,San Juan,2004-07-01,Departamento de Hacienda,Puerto Rico,"FEBOPRI Study Group, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
538,PR-OGSIFLUC-2008012024-538,,,,,,"Federación Protectora de Animales de Puerto Rico, Inc.",Bienestar Social,Bayamón,1983-01-13,,Puerto Rico,"Federación Protectora de Animales de Puerto Rico, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
539,PR-OGSIFLUC-2008012024-539,,,,,,Festival de Bomba y Plena Corp.,Arte y Cultura,San Juan,1975-03-11,Departamento de Hacienda,Puerto Rico,Festival de Bomba y Plena Corp. San Juan Puerto Rico,18.4655394,-66.1057355,1
540,PR-OGSIFLUC-2008012024-540,,,,,,"Festival de la Longaniza Recre-Cultural Orocoveño, Inc.",Arte y Cultura,Orocovis,2010-10-11,Departamento de Hacienda,Puerto Rico,"Festival de la Longaniza Recre-Cultural Orocoveño, Inc. Orocovis Puerto Rico",18.2234532,-66.3748069,1
541,PR-OGSIFLUC-2008012024-541,,,,,,"Festival de las Flores de Aibonito, Inc.",Arte y Cultura,Aibonito,1970-02-12,Departamento de Hacienda,Puerto Rico,"Festival de las Flores de Aibonito, Inc. Aibonito Puerto Rico",18.1359076,-66.2526273,1
542,PR-OGSIFLUC-2008012024-542,,,,,,Festival de los Cayos Bahía de Jobos Inc.,Arte y Cultura,Guayama,2014-04-22,Departamento de Hacienda,Puerto Rico,Festival de los Cayos Bahía de Jobos Inc. Guayama Puerto Rico,17.9462376,-66.1920943,1
543,PR-OGSIFLUC-2008012024-543,,,,,,Festival de Reyes Inc.,Arte y Cultura,Guayama,2014-02-13,Departamento de Hacienda,Puerto Rico,Festival de Reyes Inc. Guayama Puerto Rico,17.9841328,-66.1137767,1
544,PR-OGSIFLUC-2008012024-544,,,,,,"Festival de Trovadores Eugenio María de Hostos, Inc.",Arte y Cultura,Guayama,1995-02-25,Departamento de Hacienda,Puerto Rico,"Festival de Trovadores Eugenio María de Hostos, Inc. Guayama Puerto Rico",17.9841328,-66.1137767,1
545,PR-OGSIFLUC-2008012024-545,,,,,,"Festival del Huerto Casero, Inc.",Educación,Gurabo,2001-01-26,Departamento de Hacienda,Puerto Rico,"Festival del Huerto Casero, Inc. Gurabo Puerto Rico",18.2543987,-65.9729421,1
546,PR-OGSIFLUC-2008012024-546,,,,,,Festival del Pastel Inc.,Arte y Cultura,Orocovis,2001-07-10,Departamento de Hacienda,Puerto Rico,Festival del Pastel Inc. Orocovis Puerto Rico,18.2269224,-66.3911686,1
547,PR-OGSIFLUC-2008012024-547,,,,,,"Festival Internacional de Poesía en Puerto Rico, Inc.",Arte y Cultura,San Juan,2006-11-01,Departamento de Hacienda,Puerto Rico,"Festival Internacional de Poesía en Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
548,PR-OGSIFLUC-2008012024-548,,,,,,Festival Navideño en Julio Inc.,Arte y Cultura,San Juan,2003-01-31,Departamento de Hacienda,Puerto Rico,Festival Navideño en Julio Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
549,PR-OGSIFLUC-2008012024-549,,,,,,"Filantropía Puerto Rico, Inc.",Bienestar Social,San Juan,2009-02-12,,Puerto Rico,"Filantropía Puerto Rico, Inc. San Juan Puerto Rico",18.4275514,-66.0579808,1
550,PR-OGSIFLUC-2008012024-550,,,,,,"Finca Hupía-Escuela Vocacional Especial, Inc.",Educación,Río Grande,1986-02-28,Departamento de Hacienda,Puerto Rico,"Finca Hupía-Escuela Vocacional Especial, Inc. Río Grande Puerto Rico",18.3786196,-65.8393338,1
551,PR-OGSIFLUC-2008012024-551,,,,,,"First Home Care Center, Inc.",Bienestar Social,Mayagüez,1984-10-02,,Puerto Rico,"First Home Care Center, Inc. Mayagüez Puerto Rico",18.2027677,-67.1452725,1
552,PR-OGSIFLUC-2008012024-552,,,,,,"Folklore Nacional de Puerto Rico, Inc.",Arte y Cultura,Caguas,1977-09-27,Departamento de Hacienda,Puerto Rico,"Folklore Nacional de Puerto Rico, Inc. Caguas Puerto Rico",18.2385919,-66.0200693,1
553,PR-OGSIFLUC-2008012024-553,,,,,,"Fondita de Amor, Inc.",Bienestar Social,Bayamón,1992-02-03,,Puerto Rico,"Fondita de Amor, Inc. Bayamón Puerto Rico",18.3922748,-66.1563859,1
554,PR-OGSIFLUC-2008012024-554,,,,,,"Fondita Santa Marta, Inc.",Bienestar Social,Utuado,1998-03-31,,Puerto Rico,"Fondita Santa Marta, Inc. Utuado Puerto Rico",18.2651929,-66.698615,1
555,PR-OGSIFLUC-2008012024-555,,,,,,"Fondo Cultural del Oeste, Inc.",Arte y Cultura,Mayagüez,1985-10-30,,Puerto Rico,"Fondo Cultural del Oeste, Inc. Mayagüez Puerto Rico",18.2013452,-67.1451549,1
556,PR-OGSIFLUC-2008012024-556,,,,,,Fondo de Ayuda Social del Leonismo Distrito 51-E Inc.,Bienestar Social,Trujillo Alto,1979-11-29,Departamento de Hacienda,Puerto Rico,Fondo de Ayuda Social del Leonismo Distrito 51-E Inc. Trujillo Alto Puerto Rico,18.3563169,-66.0033838,1
557,PR-OGSIFLUC-2008012024-557,,,,,,"Fondos Unidos de Puerto Rico, Inc.",Bienestar Social,San Juan,1967-01-30,,Puerto Rico,"Fondos Unidos de Puerto Rico, Inc. San Juan Puerto Rico",18.4355426,-66.0625857,1
558,PR-OGSIFLUC-2008012024-558,,,,,,"For Such a Time as This, Inc.",Bienestar Social,Cabo Rojo,2017-12-07,,Puerto Rico,"For Such a Time as This, Inc. Cabo Rojo Puerto Rico",18.0872898,-67.1455553,1
559,PR-OGSIFLUC-2008012024-559,,,,,,Forjando un Nuevo Comienzo Corp.,Bienestar Social,Guaynabo,2000-10-10,,Puerto Rico,Forjando un Nuevo Comienzo Corp. Guaynabo Puerto Rico,18.366964,-66.1087107,1
560,PR-OGSIFLUC-2008012024-560,,,,,,"Foundation for Puerto Rico, Inc.",Bienestar Social,San Juan,2011-01-01,,Puerto Rico,"Foundation for Puerto Rico, Inc. San Juan Puerto Rico",18.4466392,-66.0666965,1
561,PR-OGSIFLUC-2008012024-561,,,,,,Fountain Christian Bilingual School Carolina Inc.,Educación,Carolina,2004-06-29,Departamento de Hacienda,Puerto Rico,Fountain Christian Bilingual School Carolina Inc. Carolina Puerto Rico,18.4286746,-66.0109893,1
562,PR-OGSIFLUC-2008012024-562,,,,,,Fountain Christian Bilingual School Guayama Inc.,Educación,Guayama,2019-01-24,Departamento de Hacienda,Puerto Rico,Fountain Christian Bilingual School Guayama Inc. Guayama Puerto Rico,17.9850958,-66.1140379,1
563,PR-OGSIFLUC-2008012024-563,,,,,,Fountain Christian Bilingual School Inc.,Educación,Vega Baja,2001-02-07,Departamento de Hacienda,Puerto Rico,Fountain Christian Bilingual School Inc. Vega Baja Puerto Rico,18.4095773,-66.3680062,1
564,PR-OGSIFLUC-2008012024-564,,,,,,"Fundacion Amigos de El Yunque, Inc.",Ambiente,San Juan,2009-10-30,,Puerto Rico,"Fundacion Amigos de El Yunque, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
565,PR-OGSIFLUC-2008012024-565,,,,,,"Fundacion Golitos, Inc",Educación,San Juan,2011-07-07,,Puerto Rico,"Fundacion Golitos, Inc San Juan Puerto Rico",18.4655394,-66.1057355,1
566,PR-OGSIFLUC-2008012024-566,,,,,,"Fundación A-Mar para Niños Quemados, Inc.",Bienestar Social,San Juan,2009-05-05,,Puerto Rico,"Fundación A-Mar para Niños Quemados, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
567,PR-OGSIFLUC-2008012024-567,,,,,,Fundación Acción Social,Bienestar Social,Carolina,1992-08-27,,Puerto Rico,Fundación Acción Social Carolina Puerto Rico,18.3813102,-65.9602612,1
568,PR-OGSIFLUC-2008012024-568,,,,,,Fundación Agenda Cuidadana Inc.,Bienestar Social,Guaynabo,2011-10-26,"Departamento de Hacienda, IRS",Puerto Rico,Fundación Agenda Cuidadana Inc. Guaynabo Puerto Rico,18.3615548,-66.1110682,1
569,PR-OGSIFLUC-2008012024-569,,,,,,"Fundación Alas a la Mujer, Inc.",Bienestar Social,San Juan,2006-09-09,,Puerto Rico,"Fundación Alas a la Mujer, Inc. San Juan Puerto Rico",18.2658377,-66.7034587,1
570,PR-OGSIFLUC-2008012024-570,,,,,,"Fundación Animales Merecen Amor y Respeto (A.M.A.R), Inc.",Bienestar Social,San Juan,2008-04-11,,Puerto Rico,"Fundación Animales Merecen Amor y Respeto (A.M.A.R), Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
571,PR-OGSIFLUC-2008012024-571,,,,,,"Fundación Arturo Somohano, Inc.",Arte y Cultura,San Juan,1974-01-22,Departamento de Hacienda,Puerto Rico,"Fundación Arturo Somohano, Inc. San Juan Puerto Rico",18.3947244,-66.0956651,1
572,PR-OGSIFLUC-2008012024-572,,,,,,"Fundación Ayuda al Necesitado, Inc.",Bienestar Social,San Juan,2015-01-20,,Puerto Rico,"Fundación Ayuda al Necesitado, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
573,PR-OGSIFLUC-2008012024-573,,,,,,"Fundación Biblioteca Rafael Hernández Colón, Inc.",Educación,Ponce,1992-06-18,Departamento de Hacienda,Puerto Rico,"Fundación Biblioteca Rafael Hernández Colón, Inc. Ponce Puerto Rico",18.014358,-66.61214,1
574,PR-OGSIFLUC-2008012024-574,,,,,,Fundación Cabecitas Rapadas Inc.,Bienestar Social,San Juan,2008-10-10,,Puerto Rico,Fundación Cabecitas Rapadas Inc. San Juan Puerto Rico,18.3996587,-66.0834437,1
575,PR-OGSIFLUC-2008012024-575,,,,,,"Fundación Caritas Alegres, Inc.",Bienestar Social,Guaynabo,2006-02-08,,Puerto Rico,"Fundación Caritas Alegres, Inc. Guaynabo Puerto Rico",18.447818,-66.061851,1
576,PR-OGSIFLUC-2008012024-576,,,,,,"Fundación Causa en Acción, Inc.",Bienestar Social,Humacao,2009-02-03,,Puerto Rico,"Fundación Causa en Acción, Inc. Humacao Puerto Rico",18.1551337,-65.8203943,1
577,PR-OGSIFLUC-2008012024-577,,,,,,"Fundación Coameños por la Niñez, Inc.",Bienestar Social,Coamo,1994-06-08,,Puerto Rico,"Fundación Coameños por la Niñez, Inc. Coamo Puerto Rico",18.0799616,-66.3579473,1
578,PR-OGSIFLUC-2008012024-578,,,,,,Fundación de Investigación Science and Education Inc.,Educación,San Juan,2010-12-30,Departamento de Hacienda,Puerto Rico,Fundación de Investigación Science and Education Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
579,PR-OGSIFLUC-2008012024-579,,,,,,"Fundación Ecológica Educativa, Inc.",Ambiente,San Juan,2000-05-05,Departamento de Hacienda,Puerto Rico,"Fundación Ecológica Educativa, Inc. San Juan Puerto Rico",18.3895764,-66.0561116,1
580,PR-OGSIFLUC-2008012024-580,,,,,,"Fundación Educativa Concepción Martin, Inc.",Educación,Fajardo,1999-04-26,Departamento de Hacienda,Puerto Rico,"Fundación Educativa Concepción Martin, Inc. Fajardo Puerto Rico",18.3257869,-65.6523838,1
581,PR-OGSIFLUC-2008012024-581,,,,,,"Fundación Escuela Juan Antonio Corretjer, Inc.",Educación,San Juan,1995-03-30,Departamento de Hacienda,Puerto Rico,"Fundación Escuela Juan Antonio Corretjer, Inc. San Juan Puerto Rico",18.354536,-66.0392988,1
582,PR-OGSIFLUC-2008012024-582,,,,,,Fundación Folklórica Cultural Rafael Cepeda Inc.,Arte y Cultura,San Juan,1996-07-29,Departamento de Hacienda,Puerto Rico,Fundación Folklórica Cultural Rafael Cepeda Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
583,PR-OGSIFLUC-2008012024-583,,,,,,"Fundación Forjadores de Esperanza, Inc.",Bienestar Social,Canóvanas,2005-04-12,,Puerto Rico,"Fundación Forjadores de Esperanza, Inc. Canóvanas Puerto Rico",18.3803161,-65.8985928,1
584,PR-OGSIFLUC-2008012024-584,,,,,,"Fundación Hechos de Amor, Inc.",Bienestar Social,Guaynabo,1998-03-05,Departamento de Hacienda,Puerto Rico,"Fundación Hechos de Amor, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
585,PR-OGSIFLUC-2008012024-585,,,,,,"Fundación Hogar Niñito Jesús, Inc.",Bienestar Social,San Juan,1991-05-23,,Puerto Rico,"Fundación Hogar Niñito Jesús, Inc. San Juan Puerto Rico",18.3119062,-66.0431883,1
